instance_id,db_id,query,question,query_toks,query_toks_no_value,question_toks,modified question,generated_query
177,car_1,"SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.countryId HAVING count(*)  >  3 UNION SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country JOIN MODEL_LIST AS T3 ON T2.Id  =  T3.Maker WHERE T3.Model  =  'fiat';",What are the id and names of the countries which have more than 3 car makers or produce the 'fiat' model?,"['SELECT', 'T1.countryId', ',', 'T1.CountryName', 'FROM', 'Countries', 'AS', 'T1', 'JOIN', 'CAR_MAKERS', 'AS', 'T2', 'ON', 'T1.CountryId', '=', 'T2.Country', 'GROUP', 'BY', 'T1.countryId', 'HAVING', 'count', '(', '*', ')', '>', '3', 'UNION', 'SELECT', 'T1.countryId', ',', 'T1.CountryName', 'FROM', 'Countries', 'AS', 'T1', 'JOIN', 'CAR_MAKERS', 'AS', 'T2', 'ON', 'T1.CountryId', '=', 'T2.Country', 'JOIN', 'MODEL_LIST', 'AS', 'T3', 'ON', 'T2.Id', '=', 'T3.Maker', 'WHERE', 'T3.Model', '=', ""'fiat"", ""'"", ';']","['select', 't1', '.', 'countryid', ',', 't1', '.', 'countryname', 'from', 'countries', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1', '.', 'countryid', '=', 't2', '.', 'country', 'group', 'by', 't1', '.', 'countryid', 'having', 'count', '(', '*', ')', '>', 'value', 'union', 'select', 't1', '.', 'countryid', ',', 't1', '.', 'countryname', 'from', 'countries', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1', '.', 'countryid', '=', 't2', '.', 'country', 'join', 'model_list', 'as', 't3', 'on', 't2', '.', 'id', '=', 't3', '.', 'maker', 'where', 't3', '.', 'model', '=', 'value']","['What', 'are', 'the', 'id', 'and', 'names', 'of', 'the', 'countries', 'which', 'have', 'more', 'than', '3', 'car', 'makers', 'or', 'produce', 'the', ""'fiat"", ""'"", 'model', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the id and names of the countries which have more than 3 car makers or produce the 'fiat' model? <query> "," <strong>SELECT T1.country_id ,  T1.country_name FROM country AS T1 JOIN car_maker AS T2 ON T1.country_id  =  T2.country_id GROUP BY T1.country_id HAVING count(*)  >  3 OR T2.model  =  'fiat'</strong>"
178,car_1,"select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  3 union select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country join model_list as t3 on t2.id  =  t3.maker where t3.model  =  'fiat';",What are the ids and names of all countries that either have more than 3 car makers or produce fiat model ?,"['select', 't1.countryid', ',', 't1.countryname', 'from', 'countries', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1.countryid', '=', 't2.country', 'group', 'by', 't1.countryid', 'having', 'count', '(', '*', ')', '>', '3', 'union', 'select', 't1.countryid', ',', 't1.countryname', 'from', 'countries', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1.countryid', '=', 't2.country', 'join', 'model_list', 'as', 't3', 'on', 't2.id', '=', 't3.maker', 'where', 't3.model', '=', '""fiat""', ';']","['select', 't1', '.', 'countryid', ',', 't1', '.', 'countryname', 'from', 'countries', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1', '.', 'countryid', '=', 't2', '.', 'country', 'group', 'by', 't1', '.', 'countryid', 'having', 'count', '(', '*', ')', '>', 'value', 'union', 'select', 't1', '.', 'countryid', ',', 't1', '.', 'countryname', 'from', 'countries', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1', '.', 'countryid', '=', 't2', '.', 'country', 'join', 'model_list', 'as', 't3', 'on', 't2', '.', 'id', '=', 't3', '.', 'maker', 'where', 't3', '.', 'model', '=', 'value']","['What', 'are', 'the', 'ids', 'and', 'names', 'of', 'all', 'countries', 'that', 'either', 'have', 'more', 'than', '3', 'car', 'makers', 'or', 'produce', 'fiat', 'model', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the ids and names of all countries that either have more than 3 car makers or produce fiat model ? <query> "," <strong>SELECT country_id ,  country_name FROM country WHERE country_id IN ( SELECT country_id FROM car_maker WHERE country_id IN ( SELECT country_id FROM car_maker GROUP BY country_id HAVING count(*)  >  3 ) UNION SELECT country_id FROM car WHERE model  =  ""fiat"" )</strong>"
179,flight_2,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""","Which country does Airline ""JetBlue Airways"" belong to?","['SELECT', 'Country', 'FROM', 'AIRLINES', 'WHERE', 'Airline', '=', '``', 'JetBlue', 'Airways', ""''""]","['select', 'country', 'from', 'airlines', 'where', 'airline', '=', 'value']","['Which', 'country', 'does', 'Airline', '``', 'JetBlue', 'Airways', ""''"", 'belong', 'to', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Which country does Airline ""JetBlue Airways"" belong to? <query> "," <strong>SELECT Country FROM Airlines WHERE Airline_Name  =  ""JetBlue Airways""</strong>"
180,flight_2,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",What country is Jetblue Airways affiliated with?,"['SELECT', 'Country', 'FROM', 'AIRLINES', 'WHERE', 'Airline', '=', '``', 'JetBlue', 'Airways', ""''""]","['select', 'country', 'from', 'airlines', 'where', 'airline', '=', 'value']","['What', 'country', 'is', 'Jetblue', 'Airways', 'affiliated', 'with', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What country is Jetblue Airways affiliated with? <query> "," <strong>SELECT Country FROM airlines WHERE Airline_Name  =  ""Jetblue Airways""</strong>"
181,flight_2,"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""","What is the abbreviation of Airline ""JetBlue Airways""?","['SELECT', 'Abbreviation', 'FROM', 'AIRLINES', 'WHERE', 'Airline', '=', '``', 'JetBlue', 'Airways', ""''""]","['select', 'abbreviation', 'from', 'airlines', 'where', 'airline', '=', 'value']","['What', 'is', 'the', 'abbreviation', 'of', 'Airline', '``', 'JetBlue', 'Airways', ""''"", '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the abbreviation of Airline ""JetBlue Airways""? <query> "," <code>SELECT abbreviation FROM airlines WHERE name  =  ""JetBlue Airways"""
182,flight_2,"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",Which abbreviation corresponds to Jetblue Airways?,"['SELECT', 'Abbreviation', 'FROM', 'AIRLINES', 'WHERE', 'Airline', '=', '``', 'JetBlue', 'Airways', ""''""]","['select', 'abbreviation', 'from', 'airlines', 'where', 'airline', '=', 'value']","['Which', 'abbreviation', 'corresponds', 'to', 'Jetblue', 'Airways', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Which abbreviation corresponds to Jetblue Airways? <query> "," <strong>SELECT abbreviation FROM airlines WHERE name  =  ""Jetblue Airways""</strong>"
183,flight_2,"SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""","List all airline names and their abbreviations in ""USA"".","['SELECT', 'Airline', ',', 'Abbreviation', 'FROM', 'AIRLINES', 'WHERE', 'Country', '=', '``', 'USA', ""''""]","['select', 'airline', ',', 'abbreviation', 'from', 'airlines', 'where', 'country', '=', 'value']","['List', 'all', 'airline', 'names', 'and', 'their', 'abbreviations', 'in', '``', 'USA', ""''"", '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> List all airline names and their abbreviations in ""USA"". <query> "," <strong>SELECT airline_name ,  airline_code FROM airlines WHERE country_code  =  ""USA""</strong>"
184,flight_2,"SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""",What are the airline names and abbreviations for airlines in the USA?,"['SELECT', 'Airline', ',', 'Abbreviation', 'FROM', 'AIRLINES', 'WHERE', 'Country', '=', '``', 'USA', ""''""]","['select', 'airline', ',', 'abbreviation', 'from', 'airlines', 'where', 'country', '=', 'value']","['What', 'are', 'the', 'airline', 'names', 'and', 'abbreviations', 'for', 'airlines', 'in', 'the', 'USA', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the airline names and abbreviations for airlines in the USA? <query> "," <strong>SELECT airline_name ,  airline_code FROM airlines WHERE country_code  =  ""USA""</strong>"
185,flight_2,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""",List the airport code and name in the city of Anthony.,"['SELECT', 'AirportCode', ',', 'AirportName', 'FROM', 'AIRPORTS', 'WHERE', 'city', '=', '``', 'Anthony', ""''""]","['select', 'airportcode', ',', 'airportname', 'from', 'airports', 'where', 'city', '=', 'value']","['List', 'the', 'airport', 'code', 'and', 'name', 'in', 'the', 'city', 'of', 'Anthony', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> List the airport code and name in the city of Anthony. <query> "," <strong>SELECT airport_code ,  airport_name FROM airports WHERE city_name  =  ""Anthony""</strong>"
186,flight_2,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""",Give the airport code and airport name corresonding to the city Anthony.,"['SELECT', 'AirportCode', ',', 'AirportName', 'FROM', 'AIRPORTS', 'WHERE', 'city', '=', '``', 'Anthony', ""''""]","['select', 'airportcode', ',', 'airportname', 'from', 'airports', 'where', 'city', '=', 'value']","['Give', 'the', 'airport', 'code', 'and', 'airport', 'name', 'corresonding', 'to', 'the', 'city', 'Anthony', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Give the airport code and airport name corresonding to the city Anthony. <query> "," <code>SELECT airport_code ,  airport_name FROM airports WHERE city  =  ""Anthony"""
187,flight_2,SELECT count(*) FROM AIRLINES,How many airlines do we have?,"['SELECT', 'count', '(', '*', ')', 'FROM', 'AIRLINES']","['select', 'count', '(', '*', ')', 'from', 'airlines']","['How', 'many', 'airlines', 'do', 'we', 'have', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many airlines do we have? <query> ",<strong>SELECT count(DISTINCT airline_name) FROM flights</strong>
188,flight_2,SELECT count(*) FROM AIRLINES,What is the total number of airlines?,"['SELECT', 'count', '(', '*', ')', 'FROM', 'AIRLINES']","['select', 'count', '(', '*', ')', 'from', 'airlines']","['What', 'is', 'the', 'total', 'number', 'of', 'airlines', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the total number of airlines? <query> ",<strong>SELECT count(*) FROM airlines</strong>
189,flight_2,SELECT count(*) FROM AIRPORTS,How many airports do we have?,"['SELECT', 'count', '(', '*', ')', 'FROM', 'AIRPORTS']","['select', 'count', '(', '*', ')', 'from', 'airports']","['How', 'many', 'airports', 'do', 'we', 'have', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many airports do we have? <query> ",<strong>SELECT count(*) FROM airport</strong>
190,flight_2,SELECT count(*) FROM AIRPORTS,Return the number of  airports.,"['SELECT', 'count', '(', '*', ')', 'FROM', 'AIRPORTS']","['select', 'count', '(', '*', ')', 'from', 'airports']","['Return', 'the', 'number', 'of', 'airports', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Return the number of  airports. <query> ",<strong>SELECT count(*) FROM airport</strong>
191,flight_2,SELECT count(*) FROM FLIGHTS,How many flights do we have?,"['SELECT', 'count', '(', '*', ')', 'FROM', 'FLIGHTS']","['select', 'count', '(', '*', ')', 'from', 'flights']","['How', 'many', 'flights', 'do', 'we', 'have', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many flights do we have? <query> ",<strong>SELECT count(*) FROM flight</strong>
192,flight_2,SELECT count(*) FROM FLIGHTS,Return the number of flights.,"['SELECT', 'count', '(', '*', ')', 'FROM', 'FLIGHTS']","['select', 'count', '(', '*', ')', 'from', 'flights']","['Return', 'the', 'number', 'of', 'flights', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Return the number of flights. <query> ",<strong>SELECT count(*) FROM flight</strong>
193,flight_2,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""",Which airline has abbreviation 'UAL'?,"['SELECT', 'Airline', 'FROM', 'AIRLINES', 'WHERE', 'Abbreviation', '=', '``', 'UAL', ""''""]","['select', 'airline', 'from', 'airlines', 'where', 'abbreviation', '=', 'value']","['Which', 'airline', 'has', 'abbreviation', ""'UAL"", ""'"", '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Which airline has abbreviation 'UAL'? <query> "," <code>SELECT airline_name FROM airlines WHERE abbreviation  =  ""UAL"""
194,flight_2,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""",Give the airline with abbreviation 'UAL'.,"['SELECT', 'Airline', 'FROM', 'AIRLINES', 'WHERE', 'Abbreviation', '=', '``', 'UAL', ""''""]","['select', 'airline', 'from', 'airlines', 'where', 'abbreviation', '=', 'value']","['Give', 'the', 'airline', 'with', 'abbreviation', ""'UAL"", ""'"", '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Give the airline with abbreviation 'UAL'. <query> "," <code>SELECT airline_name FROM airlines WHERE airline_abbreviation  =  ""UAL"""
195,flight_2,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""",How many airlines are from USA?,"['SELECT', 'count', '(', '*', ')', 'FROM', 'AIRLINES', 'WHERE', 'Country', '=', '``', 'USA', ""''""]","['select', 'count', '(', '*', ')', 'from', 'airlines', 'where', 'country', '=', 'value']","['How', 'many', 'airlines', 'are', 'from', 'USA', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many airlines are from USA? <query> "," <strong>SELECT count(*) FROM airlines WHERE country  =  ""USA""</strong>"
196,flight_2,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""",Return the number of airlines in the USA.,"['SELECT', 'count', '(', '*', ')', 'FROM', 'AIRLINES', 'WHERE', 'Country', '=', '``', 'USA', ""''""]","['select', 'count', '(', '*', ')', 'from', 'airlines', 'where', 'country', '=', 'value']","['Return', 'the', 'number', 'of', 'airlines', 'in', 'the', 'USA', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Return the number of airlines in the USA. <query> "," <strong>SELECT count(*) FROM airlines WHERE country  =  ""USA""</strong>"
197,flight_2,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""",Which city and country is the Alton airport at?,"['SELECT', 'City', ',', 'Country', 'FROM', 'AIRPORTS', 'WHERE', 'AirportName', '=', '``', 'Alton', ""''""]","['select', 'city', ',', 'country', 'from', 'airports', 'where', 'airportname', '=', 'value']","['Which', 'city', 'and', 'country', 'is', 'the', 'Alton', 'airport', 'at', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Which city and country is the Alton airport at? <query> "," <strong>SELECT city ,  country FROM airports WHERE airport_code  =  'ALN'</strong>"
198,flight_2,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""",Give the city and country for the Alton airport.,"['SELECT', 'City', ',', 'Country', 'FROM', 'AIRPORTS', 'WHERE', 'AirportName', '=', '``', 'Alton', ""''""]","['select', 'city', ',', 'country', 'from', 'airports', 'where', 'airportname', '=', 'value']","['Give', 'the', 'city', 'and', 'country', 'for', 'the', 'Alton', 'airport', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Give the city and country for the Alton airport. <query> "," <strong>SELECT city ,  country FROM airports WHERE airport_code  =  'ALN'</strong>"
199,flight_2,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",What is the airport name for airport 'AKO'?,"['SELECT', 'AirportName', 'FROM', 'AIRPORTS', 'WHERE', 'AirportCode', '=', '``', 'AKO', ""''""]","['select', 'airportname', 'from', 'airports', 'where', 'airportcode', '=', 'value']","['What', 'is', 'the', 'airport', 'name', 'for', 'airport', ""'AKO"", ""'"", '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the airport name for airport 'AKO'? <query> ",<code>SELECT airport_name FROM airports WHERE airport_code  =  'AKO'
200,flight_2,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",Return the name of the airport with code 'AKO'.,"['SELECT', 'AirportName', 'FROM', 'AIRPORTS', 'WHERE', 'AirportCode', '=', '``', 'AKO', ""''""]","['select', 'airportname', 'from', 'airports', 'where', 'airportcode', '=', 'value']","['Return', 'the', 'name', 'of', 'the', 'airport', 'with', 'code', ""'AKO"", ""'"", '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Return the name of the airport with code 'AKO'. <query> "," <code>SELECT name FROM airport WHERE code  =  ""AKO"""
201,flight_2,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""",What are airport names at City 'Aberdeen'?,"['SELECT', 'AirportName', 'FROM', 'AIRPORTS', 'WHERE', 'City', '=', '``', 'Aberdeen', ""''""]","['select', 'airportname', 'from', 'airports', 'where', 'city', '=', 'value']","['What', 'are', 'airport', 'names', 'at', 'City', ""'Aberdeen"", ""'"", '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are airport names at City 'Aberdeen'? <query> ",<strong>SELECT Airport_Name FROM Airport WHERE City_Name  =  'Aberdeen'</strong>
202,flight_2,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""",What are the names of airports in Aberdeen?,"['SELECT', 'AirportName', 'FROM', 'AIRPORTS', 'WHERE', 'City', '=', '``', 'Aberdeen', ""''""]","['select', 'airportname', 'from', 'airports', 'where', 'city', '=', 'value']","['What', 'are', 'the', 'names', 'of', 'airports', 'in', 'Aberdeen', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names of airports in Aberdeen? <query> "," <strong>SELECT name FROM airport WHERE city  =  ""Aberdeen""</strong>"
203,flight_2,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",How many flights depart from 'APG'?,"['SELECT', 'count', '(', '*', ')', 'FROM', 'FLIGHTS', 'WHERE', 'SourceAirport', '=', '``', 'APG', ""''""]","['select', 'count', '(', '*', ')', 'from', 'flights', 'where', 'sourceairport', '=', 'value']","['How', 'many', 'flights', 'depart', 'from', ""'APG"", ""'"", '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many flights depart from 'APG'? <query> ",<strong>SELECT count(*) FROM flight WHERE departure_airport_code  =  'APG'</strong>
