instance_number,db_id,query,question,query_toks,query_toks_no_value,question_toks,modified question,generated_query
160,car_1,SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );,What is the number of cars with a greater accelerate than the one with the most horsepower?,"['SELECT', 'COUNT', '(', '*', ')', 'FROM', 'CARS_DATA', 'WHERE', 'Accelerate', '>', '(', 'SELECT', 'Accelerate', 'FROM', 'CARS_DATA', 'ORDER', 'BY', 'Horsepower', 'DESC', 'LIMIT', '1', ')', ';']","['select', 'count', '(', '*', ')', 'from', 'cars_data', 'where', 'accelerate', '>', '(', 'select', 'accelerate', 'from', 'cars_data', 'order', 'by', 'horsepower', 'desc', 'limit', 'value', ')']","['What', 'is', 'the', 'number', 'of', 'cars', 'with', 'a', 'greater', 'accelerate', 'than', 'the', 'one', 'with', 'the', 'most', 'horsepower', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the number of cars with a greater accelerate than the one with the most horsepower? <query> ",SELECT COUNT(*)FROM carsWHERE accelerate > (SELECT MAX(accelerate) FROM cars); 
161,car_1,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2,How many countries has more than 2 car makers ?,"['select', 'count', '(', '*', ')', 'from', 'countries', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1.countryid', '=', 't2.country', 'group', 'by', 't1.countryid', 'having', 'count', '(', '*', ')', '>', '2']","['select', 'count', '(', '*', ')', 'from', 'countries', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1', '.', 'countryid', '=', 't2', '.', 'country', 'group', 'by', 't1', '.', 'countryid', 'having', 'count', '(', '*', ')', '>', 'value']","['How', 'many', 'countries', 'has', 'more', 'than', '2', 'car', 'makers', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many countries has more than 2 car makers ? <query> ",    SELECT DISTINCT COUNT(country)    FROM car_1.car_makers    WHERE COUNT(car_makers.car_maker) > 2</query>
162,car_1,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2,What is the number of countries with more than 2 car makers ?,"['select', 'count', '(', '*', ')', 'from', 'countries', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1.countryid', '=', 't2.country', 'group', 'by', 't1.countryid', 'having', 'count', '(', '*', ')', '>', '2']","['select', 'count', '(', '*', ')', 'from', 'countries', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1', '.', 'countryid', '=', 't2', '.', 'country', 'group', 'by', 't1', '.', 'countryid', 'having', 'count', '(', '*', ')', '>', 'value']","['What', 'is', 'the', 'number', 'of', 'countries', 'with', 'more', 'than', '2', 'car', 'makers', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the number of countries with more than 2 car makers ? <query> ",    SELECT COUNT(DISTINCT country)    FROM car_1    WHERE (SELECT COUNT(DISTINCT car_maker)           FROM car_1           WHERE country = car_1.country) > 2
163,car_1,SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;,How many cars has over 6 cylinders?,"['SELECT', 'COUNT', '(', '*', ')', 'FROM', 'CARS_DATA', 'WHERE', 'Cylinders', '>', '6', ';']","['select', 'count', '(', '*', ')', 'from', 'cars_data', 'where', 'cylinders', '>', 'value']","['How', 'many', 'cars', 'has', 'over', '6', 'cylinders', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> How many cars has over 6 cylinders? <query> ",    SELECT COUNT(*)    FROM cars    WHERE cylinders > 6</query>
164,car_1,SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;,What is the number of carsw ith over 6 cylinders?,"['SELECT', 'COUNT', '(', '*', ')', 'FROM', 'CARS_DATA', 'WHERE', 'Cylinders', '>', '6', ';']","['select', 'count', '(', '*', ')', 'from', 'cars_data', 'where', 'cylinders', '>', 'value']","['What', 'is', 'the', 'number', 'of', 'carsw', 'ith', 'over', '6', 'cylinders', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the number of carsw ith over 6 cylinders? <query> ",    SELECT COUNT(*)    FROM cars    WHERE cylinders > 6
165,car_1,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;,"For the cars with 4 cylinders, which model has the largest horsepower?","['SELECT', 'T1.Model', 'FROM', 'CAR_NAMES', 'AS', 'T1', 'JOIN', 'CARS_DATA', 'AS', 'T2', 'ON', 'T1.MakeId', '=', 'T2.Id', 'WHERE', 'T2.Cylinders', '=', '4', 'ORDER', 'BY', 'T2.horsepower', 'DESC', 'LIMIT', '1', ';']","['select', 't1', '.', 'model', 'from', 'car_names', 'as', 't1', 'join', 'cars_data', 'as', 't2', 'on', 't1', '.', 'makeid', '=', 't2', '.', 'id', 'where', 't2', '.', 'cylinders', '=', 'value', 'order', 'by', 't2', '.', 'horsepower', 'desc', 'limit', 'value']","['For', 'the', 'cars', 'with', '4', 'cylinders', ',', 'which', 'model', 'has', 'the', 'largest', 'horsepower', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> For the cars with 4 cylinders, which model has the largest horsepower? <query> ",    SELECT model_name    FROM car_1.cars    WHERE cylinders = 4    ORDER BY horsepower DESC    LIMIT 1
166,car_1,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;,"For all of the 4 cylinder cars, which model has the most horsepower?","['SELECT', 'T1.Model', 'FROM', 'CAR_NAMES', 'AS', 'T1', 'JOIN', 'CARS_DATA', 'AS', 'T2', 'ON', 'T1.MakeId', '=', 'T2.Id', 'WHERE', 'T2.Cylinders', '=', '4', 'ORDER', 'BY', 'T2.horsepower', 'DESC', 'LIMIT', '1', ';']","['select', 't1', '.', 'model', 'from', 'car_names', 'as', 't1', 'join', 'cars_data', 'as', 't2', 'on', 't1', '.', 'makeid', '=', 't2', '.', 'id', 'where', 't2', '.', 'cylinders', '=', 'value', 'order', 'by', 't2', '.', 'horsepower', 'desc', 'limit', 'value']","['For', 'all', 'of', 'the', '4', 'cylinder', 'cars', ',', 'which', 'model', 'has', 'the', 'most', 'horsepower', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> For all of the 4 cylinder cars, which model has the most horsepower? <query> ",    SELECT model_name    FROM car_1    WHERE cylinders = 4    ORDER BY horsepower DESC    LIMIT 1 
167,car_1,"SELECT T2.MakeId ,  T2.Make FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Horsepower  >  (SELECT min(Horsepower) FROM CARS_DATA) AND T1.Cylinders  <=  3;","Among the cars with more than lowest horsepower, which ones do not have more than 3 cylinders? List the car makeid and make name.","['SELECT', 'T2.MakeId', ',', 'T2.Make', 'FROM', 'CARS_DATA', 'AS', 'T1', 'JOIN', 'CAR_NAMES', 'AS', 'T2', 'ON', 'T1.Id', '=', 'T2.MakeId', 'WHERE', 'T1.Horsepower', '>', '(', 'SELECT', 'min', '(', 'Horsepower', ')', 'FROM', 'CARS_DATA', ')', 'AND', 'T1.Cylinders', '<', '=', '3', ';']","['select', 't2', '.', 'makeid', ',', 't2', '.', 'make', 'from', 'cars_data', 'as', 't1', 'join', 'car_names', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'makeid', 'where', 't1', '.', 'horsepower', '>', '(', 'select', 'min', '(', 'horsepower', ')', 'from', 'cars_data', ')', 'and', 't1', '.', 'cylinders', '<', '=', 'value']","['Among', 'the', 'cars', 'with', 'more', 'than', 'lowest', 'horsepower', ',', 'which', 'ones', 'do', 'not', 'have', 'more', 'than', '3', 'cylinders', '?', 'List', 'the', 'car', 'makeid', 'and', 'make', 'name', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Among the cars with more than lowest horsepower, which ones do not have more than 3 cylinders? List the car makeid and make name. <query> ","SELECT makeid, makeFROM carsWHERE horsepower < (SELECT MIN(horsepower) FROM cars)AND cylinders > 3"
168,car_1,"select t2.makeid ,  t2.make from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t1.horsepower  >  (select min(horsepower) from cars_data) and t1.cylinders  <  4;","Among the cars that do not have the minimum horsepower , what are the make ids and names of all those with less than 4 cylinders ?","['select', 't2.makeid', ',', 't2.make', 'from', 'cars_data', 'as', 't1', 'join', 'car_names', 'as', 't2', 'on', 't1.id', '=', 't2.makeid', 'where', 't1.horsepower', '>', '(', 'select', 'min', '(', 'horsepower', ')', 'from', 'cars_data', ')', 'and', 't1.cylinders', '<', '4', ';']","['select', 't2', '.', 'makeid', ',', 't2', '.', 'make', 'from', 'cars_data', 'as', 't1', 'join', 'car_names', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'makeid', 'where', 't1', '.', 'horsepower', '>', '(', 'select', 'min', '(', 'horsepower', ')', 'from', 'cars_data', ')', 'and', 't1', '.', 'cylinders', '<', 'value']","['Among', 'the', 'cars', 'that', 'do', 'not', 'have', 'the', 'minimum', 'horsepower', ',', 'what', 'are', 'the', 'make', 'ids', 'and', 'names', 'of', 'all', 'those', 'with', 'less', 'than', '4', 'cylinders', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Among the cars that do not have the minimum horsepower , what are the make ids and names of all those with less than 4 cylinders ? <query> ","    SELECT make_id, make_name    FROM car_1.car    WHERE cylinders < 4    ORDER BY make_id;    <select>    SELECT make_id, make_name    FROM car_1.car    WHERE cylinders < 4    ORDER BY make_id;    </select>"
169,car_1,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980,What is the maximum miles per gallon of the car with 8 cylinders or produced before 1980 ?,"['select', 'max', '(', 'mpg', ')', 'from', 'cars_data', 'where', 'cylinders', '=', '8', 'or', 'year', '<', '1980']","['select', 'max', '(', 'mpg', ')', 'from', 'cars_data', 'where', 'cylinders', '=', 'value', 'or', 'year', '<', 'value']","['What', 'is', 'the', 'maximum', 'miles', 'per', 'gallon', 'of', 'the', 'car', 'with', '8', 'cylinders', 'or', 'produced', 'before', '1980', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the maximum miles per gallon of the car with 8 cylinders or produced before 1980 ? <query> ",    SELECT MAX(miles_per_gallon)    FROM cars    WHERE cylinders = 8 AND year < 1980
170,car_1,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980,What is the maximum mpg of the cars that had 8 cylinders or that were produced before 1980 ?,"['select', 'max', '(', 'mpg', ')', 'from', 'cars_data', 'where', 'cylinders', '=', '8', 'or', 'year', '<', '1980']","['select', 'max', '(', 'mpg', ')', 'from', 'cars_data', 'where', 'cylinders', '=', 'value', 'or', 'year', '<', 'value']","['What', 'is', 'the', 'maximum', 'mpg', 'of', 'the', 'cars', 'that', 'had', '8', 'cylinders', 'or', 'that', 'were', 'produced', 'before', '1980', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What is the maximum mpg of the cars that had 8 cylinders or that were produced before 1980 ? <query> ",SELECT MAX(mpg)FROM carsWHERE cylinders = 8 OR year < 1980
171,car_1,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.Model  =  T2.Model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.Id JOIN CAR_MAKERS AS T4 ON T1.Maker  =  T4.Id WHERE T3.weight  <  3500 AND T4.FullName != 'Ford Motor Company';,Which models are lighter than 3500 but not built by the 'Ford Motor Company'?,"['SELECT', 'DISTINCT', 'T1.model', 'FROM', 'MODEL_LIST', 'AS', 'T1', 'JOIN', 'CAR_NAMES', 'AS', 'T2', 'ON', 'T1.Model', '=', 'T2.Model', 'JOIN', 'CARS_DATA', 'AS', 'T3', 'ON', 'T2.MakeId', '=', 'T3.Id', 'JOIN', 'CAR_MAKERS', 'AS', 'T4', 'ON', 'T1.Maker', '=', 'T4.Id', 'WHERE', 'T3.weight', '<', '3500', 'AND', 'T4.FullName', '!', '=', ""'Ford"", 'Motor', 'Company', ""'"", ';']","['select', 'distinct', 't1', '.', 'model', 'from', 'model_list', 'as', 't1', 'join', 'car_names', 'as', 't2', 'on', 't1', '.', 'model', '=', 't2', '.', 'model', 'join', 'cars_data', 'as', 't3', 'on', 't2', '.', 'makeid', '=', 't3', '.', 'id', 'join', 'car_makers', 'as', 't4', 'on', 't1', '.', 'maker', '=', 't4', '.', 'id', 'where', 't3', '.', 'weight', '<', 'value', 'and', 't4', '.', 'fullname', '!', '=', 'value']","['Which', 'models', 'are', 'lighter', 'than', '3500', 'but', 'not', 'built', 'by', 'the', ""'Ford"", 'Motor', 'Company', ""'"", '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Which models are lighter than 3500 but not built by the 'Ford Motor Company'? <query> ",SELECT DISTINCT modelFROM car_1.carWHERE weight < 3500 AND NOT manufacturer = 'Ford Motor Company'
172,car_1,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.Model  =  T2.Model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.Id JOIN CAR_MAKERS AS T4 ON T1.Maker  =  T4.Id WHERE T3.weight  <  3500 AND T4.FullName != 'Ford Motor Company';,What are the different models wthat are lighter than 3500 but were not built by the Ford Motor Company?,"['SELECT', 'DISTINCT', 'T1.model', 'FROM', 'MODEL_LIST', 'AS', 'T1', 'JOIN', 'CAR_NAMES', 'AS', 'T2', 'ON', 'T1.Model', '=', 'T2.Model', 'JOIN', 'CARS_DATA', 'AS', 'T3', 'ON', 'T2.MakeId', '=', 'T3.Id', 'JOIN', 'CAR_MAKERS', 'AS', 'T4', 'ON', 'T1.Maker', '=', 'T4.Id', 'WHERE', 'T3.weight', '<', '3500', 'AND', 'T4.FullName', '!', '=', ""'Ford"", 'Motor', 'Company', ""'"", ';']","['select', 'distinct', 't1', '.', 'model', 'from', 'model_list', 'as', 't1', 'join', 'car_names', 'as', 't2', 'on', 't1', '.', 'model', '=', 't2', '.', 'model', 'join', 'cars_data', 'as', 't3', 'on', 't2', '.', 'makeid', '=', 't3', '.', 'id', 'join', 'car_makers', 'as', 't4', 'on', 't1', '.', 'maker', '=', 't4', '.', 'id', 'where', 't3', '.', 'weight', '<', 'value', 'and', 't4', '.', 'fullname', '!', '=', 'value']","['What', 'are', 'the', 'different', 'models', 'wthat', 'are', 'lighter', 'than', '3500', 'but', 'were', 'not', 'built', 'by', 'the', 'Ford', 'Motor', 'Company', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the different models wthat are lighter than 3500 but were not built by the Ford Motor Company? <query> ",SELECT DISTINCT modelFROM carsWHERE weight < 3500 AND NOT manufacturer = 'Ford Motor Company'
173,car_1,SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;,What are the name of the countries where there is not a single car maker?,"['SELECT', 'CountryName', 'FROM', 'countries', 'EXCEPT', 'SELECT', 'T1.CountryName', 'FROM', 'countries', 'AS', 'T1', 'JOIN', 'CAR_MAKERS', 'AS', 'T2', 'ON', 'T1.countryId', '=', 'T2.Country', ';']","['select', 'countryname', 'from', 'countries', 'except', 'select', 't1', '.', 'countryname', 'from', 'countries', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1', '.', 'countryid', '=', 't2', '.', 'country']","['What', 'are', 'the', 'name', 'of', 'the', 'countries', 'where', 'there', 'is', 'not', 'a', 'single', 'car', 'maker', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the name of the countries where there is not a single car maker? <query> ", <hint>Use the following query to get the name of the countries where there is not a single car maker:SELECT DISTINCT countryFROM car_1.car_makerWHERE country NOT IN (SELECT country FROM car_1.car_maker) </h4> <hint>Use the following query to get the name of the countries where there is not a single car maker:SELECT DISTINCT countryFROM car_1.car_makerWHERE country NOT IN (SELECT country FROM car_1.car_maker) </h4>
174,car_1,SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;,What are the names of the countries with no car makers?,"['SELECT', 'CountryName', 'FROM', 'countries', 'EXCEPT', 'SELECT', 'T1.CountryName', 'FROM', 'countries', 'AS', 'T1', 'JOIN', 'CAR_MAKERS', 'AS', 'T2', 'ON', 'T1.countryId', '=', 'T2.Country', ';']","['select', 'countryname', 'from', 'countries', 'except', 'select', 't1', '.', 'countryname', 'from', 'countries', 'as', 't1', 'join', 'car_makers', 'as', 't2', 'on', 't1', '.', 'countryid', '=', 't2', '.', 'country']","['What', 'are', 'the', 'names', 'of', 'the', 'countries', 'with', 'no', 'car', 'makers', '?']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> What are the names of the countries with no car makers? <query> ",    SELECT DISTINCT country_name    FROM country    WHERE country_id NOT IN (SELECT country_id                            FROM car_maker)</query>
175,car_1,"select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id having count(*)  >=  2 intersect select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker join car_names as t3 on t2.model  =  t3.model group by t1.id having count(*)  >  3;",Which are the car makers which produce at least 2 models and more than 3 car makers ? List the id and the maker .,"['select', 't1.id', ',', 't1.maker', 'from', 'car_makers', 'as', 't1', 'join', 'model_list', 'as', 't2', 'on', 't1.id', '=', 't2.maker', 'group', 'by', 't1.id', 'having', 'count', '(', '*', ')', '>=', '2', 'intersect', 'select', 't1.id', ',', 't1.maker', 'from', 'car_makers', 'as', 't1', 'join', 'model_list', 'as', 't2', 'on', 't1.id', '=', 't2.maker', 'join', 'car_names', 'as', 't3', 'on', 't2.model', '=', 't3.model', 'group', 'by', 't1.id', 'having', 'count', '(', '*', ')', '>', '3', ';']","['select', 't1', '.', 'id', ',', 't1', '.', 'maker', 'from', 'car_makers', 'as', 't1', 'join', 'model_list', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'maker', 'group', 'by', 't1', '.', 'id', 'having', 'count', '(', '*', ')', '>', '=', 'value', 'intersect', 'select', 't1', '.', 'id', ',', 't1', '.', 'maker', 'from', 'car_makers', 'as', 't1', 'join', 'model_list', 'as', 't2', 'on', 't1', '.', 'id', '=', 't2', '.', 'maker', 'join', 'car_names', 'as', 't3', 'on', 't2', '.', 'model', '=', 't3', '.', 'model', 'group', 'by', 't1', '.', 'id', 'having', 'count', '(', '*', ')', '>', 'value']","['Which', 'are', 'the', 'car', 'makers', 'which', 'produce', 'at', 'least', '2', 'models', 'and', 'more', 'than', '3', 'car', 'makers', '?', 'List', 'the', 'id', 'and', 'the', 'maker', '.']","""Write a query that answers the following question. Return only the query and no additional explanation.""

<question> Which are the car makers which produce at least 2 models and more than 3 car makers ? List the id and the maker . <query> ","SELECT id, maker FROM car_1.car_makerWHERE (SELECT COUNT(*) FROM car_1.car_model WHERE car_1.car_maker.id = car_1.car_model.maker_id) >= 2AND (SELECT COUNT(*) FROM car_1.car_maker) >= 3"
